cntry,gndr,agea,atncrse,bthcld,eisced_grouped,happy,eisced,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
FI,Hombre,71,No,Sí,ISCED 1-4,2,1,2,2,3,3,3,1,4,3,2,2,1,2,1,1,4,2,1,2,2,3,3
FI,Mujer,22,Sí,No,ISCED 1-4,4,4,3,3,2,3,2,1,2,1,2,1,1,2,1,2,1,4,4,1,1,2,1
FI,Hombre,51,Sí,Sí,ISCED 7,3,7,1,4,1,3,2,1,3,2,4,2,3,1,3,1,3,1,4,1,1,3,3
FI,Hombre,67,No,Sí,ISCED 1-4,3,2,2,5,2,4,2,4,2,2,4,3,2,3,4,4,5,3,4,2,2,3,3
FI,Mujer,55,Sí,Sí,ISCED 7,2,7,2,3,4,2,2,2,3,3,3,2,1,1,2,4,2,3,2,1,2,2,2
FI,Mujer,70,No,Sí,ISCED 1-4,3,4,2,5,1,6,4,2,4,2,1,3,3,1,5,4,4,3,5,2,1,2,4
FI,Hombre,56,No,Sí,ISCED 1-4,3,4,2,5,1,5,1,4,2,2,2,3,1,1,5,4,4,2,1,1,2,4,4
FI,Hombre,19,Sí,No,ISCED 1-4,4,4,3,2,3,3,2,4,3,2,3,1,2,3,3,2,4,2,4,2,4,4,1
FI,Mujer,46,Sí,Sí,ISCED 7,1,7,1,2,2,5,2,2,4,1,6,5,5,1,3,1,3,5,1,1,1,2,3
FI,Hombre,33,No,Sí,ISCED 1-4,6,4,3,5,2,3,1,3,3,3,3,4,3,1,3,2,3,4,3,2,1,3,2
FI,Mujer,41,Sí,No,ISCED 7,2,7,2,3,1,3,2,1,1,2,4,4,2,1,2,1,4,2,3,1,1,1,3
FI,Mujer,68,No,Sí,ISCED 1-4,3,2,1,5,1,5,4,1,6,1,1,6,1,1,6,2,2,2,6,1,1,6,6
FI,Mujer,27,No,No,ISCED 7,3,7,3,6,1,3,3,2,2,1,2,2,2,1,4,6,3,3,3,3,1,6,3
FI,Hombre,60,Sí,No,ISCED 7,2,7,3,5,2,5,2,2,5,1,4,2,3,1,5,2,3,2,3,1,2,2,1
FI,Hombre,66,No,Sí,ISCED 1-4,3,4,2,5,3,6,1,3,2,1,1,5,1,1,6,1,6,1,5,1,1,1,3
FI,Hombre,77,No,Sí,ISCED 6,4,6,2,4,3,3,3,5,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3
FI,Hombre,22,Sí,No,ISCED 1-4,5,4,6,3,5,2,6,6,3,3,5,5,2,5,3,1,1,3,2,5,2,1,2
FI,Mujer,65,No,Sí,ISCED 1-4,2,4,2,6,1,3,5,3,1,1,1,2,3,2,1,2,6,5,5,1,1,2,1
FI,Mujer,38,Sí,Sí,ISCED 6,3,6,3,3,1,1,2,4,1,1,3,2,1,1,2,1,4,1,1,1,2,5,1
FI,Hombre,43,No,No,ISCED 6,3,6,3,5,2,4,5,2,5,2,5,2,3,3,4,3,2,4,5,3,1,6,2
FI,Hombre,78,No,Sí,ISCED 5,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
FI,Hombre,52,Sí,Sí,ISCED 7,2,7,2,3,2,4,4,2,4,1,5,5,1,3,3,5,4,4,4,2,1,3,3
FI,Hombre,58,No,Sí,ISCED 1-4,3,4,3,4,2,4,2,3,4,2,3,4,4,2,3,3,4,3,4,2,2,2,3
FI,Hombre,21,Sí,No,ISCED 1-4,2,4,3,4,2,3,2,3,3,3,3,4,2,2,2,2,3,2,3,2,2,4,2
FI,Hombre,74,No,Sí,ISCED 1-4,2,4,3,5,2,5,2,3,2,2,4,4,5,2,5,3,6,1,3,1,1,1,2
FI,Mujer,63,No,Sí,ISCED 1-4,4,2,5,6,2,5,3,3,5,2,3,5,3,3,5,5,5,2,5,3,3,3,3
FI,Hombre,50,No,Sí,ISCED 5,3,5,5,6,2,6,3,4,3,2,2,6,2,2,5,1,5,4,6,2,2,5,3
FI,Mujer,26,No,No,ISCED 1-4,5,4,2,5,2,3,3,3,2,2,3,4,3,2,3,4,5,3,2,2,1,5,2
FI,Hombre,50,No,Sí,ISCED 1-4,2,4,3,4,2,4,3,3,2,2,3,3,3,2,4,2,4,3,3,2,4,3,3
FI,Hombre,84,No,Sí,ISCED 1-4,1,4,1,6,1,5,1,1,1,1,1,4,1,1,6,1,6,1,5,1,2,1,4
FI,Mujer,81,No,No,ISCED 5,3,5,5,6,2,6,3,4,5,3,1,5,2,3,5,3,5,4,5,2,3,2,4
FI,Mujer,47,Sí,Sí,ISCED 1-4,3,4,2,4,2,4,1,3,1,2,2,3,2,1,3,1,3,1,3,1,1,2,2
FI,Mujer,46,No,Sí,ISCED 5,3,5,5,6,2,5,5,3,4,2,4,3,2,3,5,5,5,4,5,2,3,4,3
FI,Mujer,74,No,Sí,ISCED 7,2,7,3,5,2,5,2,4,5,1,2,4,2,2,3,1,5,1,2,1,3,2,3
FI,Mujer,26,No,No,ISCED 1-4,2,4,3,3,2,4,4,2,3,2,3,2,3,3,4,3,4,5,4,1,3,3,3
FI,Mujer,15,No,No,ISCED 1-4,2,1,2,6,1,5,2,1,1,1,2,1,3,1,5,3,2,3,5,1,2,3,1
FI,Mujer,70,No,Sí,ISCED 1-4,2,4,2,5,2,5,2,4,4,1,4,2,3,1,4,1,5,2,5,1,1,2,2
FI,Mujer,39,No,Sí,ISCED 7,3,7,2,5,2,4,5,2,2,3,4,3,1,3,5,5,2,3,5,2,1,6,3
FI,Hombre,76,No,Sí,ISCED 1-4,5,1,2,3,3,4,3,2,3,4,3,2,4,3,2,2,3,2,3,2,1,2,3
FI,Mujer,70,No,Sí,ISCED 1-4,3,1,4,5,3,4,1,4,2,3,3,4,3,2,4,3,5,3,5,2,2,3,3
FI,Hombre,69,No,Sí,ISCED 5,3,5,3,3,2,5,2,5,2,2,2,4,1,2,3,2,5,2,3,2,2,2,3
FI,Mujer,70,Sí,Sí,ISCED 1-4,2,4,1,6,3,3,2,1,4,3,4,1,1,1,3,1,1,2,4,1,2,1,1
FI,Mujer,71,No,Sí,ISCED 1-4,3,4,2,5,1,3,1,3,2,2,1,3,3,1,3,1,6,1,2,1,1,1,3
FI,Hombre,82,No,No,ISCED 7,2,7,3,6,1,6,5,3,1,1,6,2,2,1,6,6,4,3,6,2,1,2,3
FI,Hombre,81,No,Sí,ISCED 1-4,3,1,2,6,2,2,1,6,2,2,1,5,3,1,3,1,6,2,1,1,2,1,5
FI,Hombre,55,No,Sí,ISCED 1-4,3,4,3,2,1,3,2,3,5,4,5,2,1,3,3,2,4,3,3,2,2,2,1
FI,Mujer,53,No,Sí,ISCED 1-4,11,4,1,6,1,6,2,2,6,3,6,5,1,1,4,3,3,3,4,2,2,2,2
FI,Hombre,29,Sí,No,ISCED 6,2,6,2,4,2,3,3,4,3,2,3,3,4,2,4,4,5,5,3,2,3,4,3
FI,Mujer,48,Sí,Sí,ISCED 1-4,2,4,1,4,3,2,1,2,2,2,1,2,3,1,3,3,1,2,1,1,1,2,1
FI,Hombre,64,Sí,Sí,ISCED 7,3,7,2,5,2,3,3,2,2,1,2,4,3,1,4,3,4,1,4,1,1,2,3
FI,Mujer,64,No,Sí,ISCED 1-4,6,2,4,5,1,4,1,5,2,4,2,4,2,1,4,1,6,1,4,1,2,3,4
FI,Hombre,75,No,Sí,ISCED 1-4,2,4,2,5,2,5,4,3,2,2,2,3,2,2,4,2,4,4,5,2,2,4,2
FI,Hombre,62,No,Sí,ISCED 1-4,2,4,1,5,3,3,3,3,5,1,2,4,2,2,2,3,4,4,3,3,2,6,3
FI,Hombre,63,No,Sí,ISCED 5,5,5,3,5,2,3,3,2,4,3,3,4,2,3,4,2,3,3,4,3,2,4,3
FI,Hombre,42,No,No,ISCED 5,4,5,3,4,1,6,4,3,3,2,4,1,2,1,4,3,2,3,6,1,3,3,1
FI,Mujer,21,Sí,No,ISCED 1-4,3,4,2,4,1,3,4,3,3,2,2,2,1,1,3,3,2,6,4,1,2,1,1
FI,Hombre,29,Sí,No,ISCED 6,3,6,1,6,2,2,2,3,5,3,5,4,2,3,3,2,4,3,2,3,1,6,3
FI,Hombre,65,Sí,Sí,ISCED 1-4,3,4,3,5,1,4,2,3,1,1,2,3,4,1,4,2,5,1,4,2,2,4,3
FI,Mujer,54,Sí,Sí,ISCED 6,2,6,3,5,3,2,2,3,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2
FI,Hombre,26,No,No,ISCED 1-4,3,4,2,5,1,3,2,3,3,1,2,2,2,2,3,3,3,3,4,1,2,5,2
FI,Hombre,62,No,Sí,ISCED 1-4,4,4,2,4,3,4,3,2,2,2,2,2,2,3,3,4,5,2,4,2,2,3,2
FI,Mujer,23,No,Sí,ISCED 1-4,3,4,4,5,1,5,2,3,4,1,3,2,2,1,4,3,4,3,5,1,2,3,2
FI,Hombre,59,Sí,Sí,ISCED 6,2,6,3,4,3,5,2,5,1,2,4,5,2,3,3,1,6,2,3,1,2,1,1
FI,Mujer,69,No,Sí,ISCED 5,3,5,2,6,1,5,1,4,4,1,1,6,2,3,6,1,6,3,6,2,1,4,5
FI,Hombre,57,No,Sí,ISCED 1-4,3,4,3,5,2,3,5,2,6,2,4,1,1,3,4,3,2,3,4,2,1,5,2
FI,Mujer,24,No,No,ISCED 5,3,5,5,5,2,5,2,5,3,2,2,2,3,3,5,3,5,3,5,1,2,3,3
FI,Mujer,60,Sí,Sí,ISCED 7,2,7,5,4,5,6,3,5,5,3,5,4,3,4,5,6,6,4,6,3,1,3,3
FI,Mujer,61,Sí,Sí,ISCED 5,2,5,3,4,2,4,2,3,2,1,4,2,4,1,4,4,5,2,3,1,1,3,2
FI,Mujer,58,Sí,No,ISCED 5,2,5,1,4,3,5,2,1,6,1,1,2,1,1,5,3,6,5,6,1,1,3,1
FI,Mujer,41,Sí,Sí,ISCED 7,2,7,2,6,1,3,3,2,4,2,3,3,2,2,5,5,4,4,5,1,2,4,2
FI,Hombre,58,Sí,Sí,ISCED 6,3,6,2,5,2,5,1,2,2,1,1,1,1,1,1,1,3,2,3,1,1,6,3
FI,Mujer,58,Sí,No,ISCED 7,2,7,2,5,6,5,3,4,2,2,2,2,2,3,4,1,6,2,4,2,1,2,1
FI,Hombre,86,No,Sí,ISCED 1-4,3,1,1,6,2,6,2,1,1,2,1,3,2,1,3,1,4,2,3,1,1,1,2
FI,Hombre,43,Sí,Sí,ISCED 6,2,6,1,4,3,5,2,1,2,1,2,2,2,2,3,1,2,2,4,1,2,4,3
FI,Mujer,60,Sí,Sí,ISCED 7,2,7,3,4,2,3,2,2,3,1,5,2,1,1,3,3,4,4,5,2,2,4,2
FI,Hombre,64,No,Sí,ISCED 1-4,3,4,3,5,2,5,4,3,4,2,3,3,2,3,5,3,5,4,6,3,2,5,5
FI,Mujer,59,Sí,Sí,ISCED 5,2,5,3,6,2,5,1,2,4,2,6,1,1,2,2,1,3,3,3,1,1,1,1
FI,Mujer,25,No,No,ISCED 1-4,1,2,1,4,1,2,2,1,4,1,3,1,1,1,1,1,1,5,5,1,1,4,1
FI,Hombre,83,No,Sí,ISCED 1-4,3,1,2,6,2,3,1,5,1,3,2,6,1,1,6,1,5,2,6,3,3,4,3
FI,Hombre,24,Sí,No,ISCED 1-4,2,4,2,5,2,5,2,1,3,2,2,4,2,2,4,2,4,3,5,2,2,4,4
FI,Mujer,20,Sí,No,ISCED 1-4,3,4,3,6,1,2,6,2,4,1,3,3,3,1,2,4,3,4,4,1,1,4,1
FI,Hombre,43,Sí,Sí,ISCED 1-4,2,4,1,5,2,3,1,2,4,1,5,3,3,1,4,2,6,5,3,1,2,3,3
FI,Mujer,21,No,No,ISCED 1-4,1,4,3,4,1,5,2,2,3,1,2,3,1,1,3,1,4,4,3,1,1,5,2
FI,Hombre,57,No,Sí,ISCED 7,3,7,3,4,2,4,3,3,3,2,4,3,2,2,3,2,4,3,4,2,3,5,3
FI,Mujer,61,Sí,Sí,ISCED 1-4,3,4,3,2,3,3,1,3,4,3,5,3,2,2,2,2,3,1,3,2,1,2,3
FI,Mujer,46,No,Sí,ISCED 1-4,3,4,1,6,2,5,2,2,2,1,1,4,4,1,5,4,6,2,2,1,1,3,3
FI,Hombre,68,No,Sí,ISCED 1-4,3,1,2,5,2,3,4,2,2,1,2,4,2,2,4,3,4,2,4,2,2,2,3
FI,Mujer,50,Sí,Sí,ISCED 7,2,7,2,3,5,3,2,1,1,1,6,3,2,1,2,1,5,2,3,1,2,2,2
FI,Hombre,68,No,No,ISCED 1-4,4,4,3,4,2,5,2,4,5,3,4,3,1,3,4,2,5,3,5,3,2,3,3
FI,Hombre,41,Sí,Sí,ISCED 7,3,7,1,4,3,3,2,1,3,1,2,2,1,2,3,1,1,3,3,1,1,2,2
FI,Hombre,67,No,Sí,ISCED 7,3,7,2,3,2,3,4,4,5,2,5,5,1,3,1,1,3,5,2,2,2,3,3
FI,Hombre,18,No,No,ISCED 1-4,2,2,3,3,2,3,2,3,4,3,4,4,2,4,3,2,3,4,3,2,3,3,2
FI,Hombre,48,Sí,Sí,ISCED 7,3,7,4,5,2,3,2,3,3,2,3,3,2,2,4,2,3,4,4,2,2,3,3
FI,Mujer,65,Sí,Sí,ISCED 1-4,2,1,2,6,2,6,3,3,2,2,2,5,2,2,4,3,6,2,6,3,1,3,2
FI,Hombre,26,No,No,ISCED 1-4,4,4,3,3,2,3,2,3,3,1,1,3,2,3,3,3,3,4,3,2,2,5,3
FI,Hombre,51,Sí,Sí,ISCED 1-4,3,4,3,5,2,3,3,5,3,3,3,5,3,3,5,3,3,3,3,2,3,4,4
FI,Mujer,53,Sí,Sí,ISCED 5,3,5,4,5,2,5,1,4,2,3,3,3,2,3,5,3,5,2,4,1,1,3,3
FI,Mujer,63,No,Sí,ISCED 1-4,3,4,3,5,2,5,3,3,2,2,3,4,3,3,6,4,6,3,6,1,1,3,4
FI,Hombre,57,Sí,Sí,ISCED 1-4,3,4,2,3,2,5,5,2,1,1,4,1,4,2,5,1,3,3,5,2,3,2,1
FI,Mujer,34,Sí,No,ISCED 7,2,7,3,4,1,2,3,1,4,1,3,3,2,2,2,2,1,2,2,3,2,5,3
FI,Hombre,25,No,No,ISCED 1-4,2,4,4,4,1,6,4,2,2,2,2,4,2,2,4,2,4,2,6,1,2,2,2
FI,Hombre,19,No,No,ISCED 1-4,1,4,3,4,1,4,2,2,2,1,1,2,2,2,4,3,5,2,6,1,2,3,2
FI,Mujer,71,No,Sí,ISCED 6,2,6,1,6,2,6,6,1,1,1,2,2,2,1,6,1,2,6,6,2,2,2,2
FI,Mujer,31,Sí,No,ISCED 6,3,6,4,6,2,5,2,5,4,1,3,3,1,1,4,2,6,4,6,1,1,5,2
FI,Mujer,73,No,Sí,ISCED 7,3,7,3,5,2,3,3,2,3,2,4,3,2,2,5,5,5,4,4,2,2,5,3
FI,Hombre,65,No,Sí,ISCED 6,3,6,2,4,2,3,1,2,3,2,4,3,3,2,2,3,4,3,4,2,2,4,2
FI,Mujer,16,No,No,ISCED 1-4,2,2,3,5,1,4,3,4,5,2,5,1,2,2,2,3,2,3,4,2,2,4,2
FI,Mujer,70,No,No,ISCED 5,4,5,4,5,2,4,3,4,5,2,3,3,3,2,4,5,5,3,5,2,2,5,3
FI,Hombre,40,Sí,No,ISCED 7,3,7,2,4,1,2,2,1,4,1,3,2,1,2,2,1,2,3,3,2,3,6,1
FI,Mujer,40,Sí,Sí,ISCED 6,4,6,2,3,1,3,1,3,1,1,2,3,1,1,3,1,4,2,2,2,1,3,3
FI,Hombre,60,Sí,Sí,ISCED 6,2,6,5,5,1,3,2,4,2,2,3,3,3,2,3,2,5,2,2,2,2,4,3
FI,Mujer,70,No,Sí,ISCED 1-4,2,1,2,2,3,5,1,4,6,2,5,1,2,5,6,1,4,6,5,4,2,6,2
FI,Mujer,51,Sí,Sí,ISCED 1-4,5,4,3,5,1,6,2,4,2,1,2,4,3,3,4,2,5,2,3,1,1,2,3
FI,Mujer,24,Sí,No,ISCED 6,3,6,4,5,3,4,2,3,3,2,5,2,2,2,5,3,4,4,3,1,2,5,1
FI,Hombre,60,Sí,Sí,ISCED 7,7,7,3,3,2,4,3,3,2,2,3,3,2,2,3,2,4,3,2,2,1,2,3
FI,Mujer,22,No,No,ISCED 1-4,3,4,1,3,1,3,1,2,2,2,3,3,2,1,3,1,2,2,4,1,1,4,2
FI,Mujer,51,Sí,Sí,ISCED 5,2,5,4,4,2,4,2,3,3,3,2,2,2,2,4,2,3,2,3,1,2,4,2
FI,Hombre,70,No,Sí,ISCED 1-4,3,1,1,5,1,6,2,1,1,1,1,1,4,1,6,1,1,1,5,1,1,1,1
FI,Hombre,37,Sí,Sí,ISCED 6,3,6,3,3,3,4,3,5,5,2,4,3,1,2,2,3,3,6,5,2,3,5,2
FI,Hombre,66,No,Sí,ISCED 5,2,5,2,3,1,3,2,3,1,3,2,1,1,1,2,1,4,2,3,1,1,2,3
FI,Hombre,51,No,No,ISCED 1-4,4,4,5,5,4,4,4,3,3,2,5,2,4,3,4,5,3,4,4,3,2,4,3
FI,Hombre,36,Sí,Sí,ISCED 6,3,6,2,3,1,2,1,2,1,3,2,3,2,2,3,1,3,2,2,2,1,4,2
FI,Mujer,47,Sí,Sí,ISCED 5,3,5,3,5,3,6,3,3,4,2,2,2,1,1,5,1,2,2,4,1,2,4,2
FI,Mujer,57,Sí,Sí,ISCED 6,2,6,4,5,2,5,3,4,3,1,5,2,4,2,4,1,5,3,2,1,2,3,2
FI,Mujer,50,Sí,Sí,ISCED 5,2,5,3,4,2,3,1,2,2,1,5,2,1,2,3,2,4,3,2,1,1,3,2
FI,Hombre,60,Sí,Sí,ISCED 1-4,3,1,2,5,1,5,4,4,6,5,1,2,1,3,5,3,1,6,4,2,2,2,2
FI,Mujer,72,No,Sí,ISCED 1-4,2,1,4,5,3,5,3,4,3,2,3,3,2,5,5,3,5,3,5,2,2,2,3
FI,Mujer,46,Sí,Sí,ISCED 5,2,5,3,5,2,4,1,1,4,2,2,2,2,2,3,1,2,1,4,1,1,5,2
FI,Hombre,68,No,Sí,ISCED 1-4,2,4,2,6,1,4,5,3,2,2,1,3,2,2,4,2,4,1,4,2,2,2,1
FI,Hombre,90,No,Sí,ISCED 1-4,5,4,3,4,2,3,3,4,3,4,3,4,3,3,4,4,5,3,5,3,3,3,4
FI,Mujer,37,Sí,No,ISCED 7,3,7,2,3,1,3,4,2,3,1,5,2,2,2,3,1,2,5,5,2,1,5,1
FI,Hombre,32,Sí,No,ISCED 6,4,6,2,3,1,1,3,2,4,1,4,2,2,1,1,4,2,3,4,1,2,6,3
FI,Hombre,57,No,Sí,ISCED 7,3,7,3,4,1,4,2,3,4,2,3,4,1,2,3,5,4,2,4,2,2,5,3
FI,Mujer,25,Sí,No,ISCED 6,3,6,1,4,2,1,3,2,2,2,4,1,1,1,2,1,3,5,3,1,1,1,2
FI,Mujer,29,No,Sí,ISCED 1-4,3,4,1,4,1,3,4,2,2,2,4,2,3,2,2,1,1,5,5,1,3,3,1
FI,Hombre,55,Sí,Sí,ISCED 7,2,7,1,5,1,3,5,2,5,2,3,2,2,1,4,3,4,3,4,1,1,5,1
FI,Mujer,82,No,Sí,ISCED 5,3,5,5,6,1,6,2,4,2,3,3,3,2,3,5,6,6,2,5,2,2,3,2
FI,Mujer,52,Sí,Sí,ISCED 7,3,7,4,5,2,5,3,3,5,2,3,3,2,2,4,1,5,4,5,1,1,3,3
FI,Hombre,44,Sí,Sí,ISCED 6,1,6,3,3,5,4,2,3,2,3,4,3,1,3,2,1,4,2,3,2,2,2,1
FI,Mujer,53,Sí,Sí,ISCED 7,4,7,4,4,1,2,3,4,6,2,4,2,2,1,3,3,2,4,4,1,1,2,2
FI,Mujer,30,No,Sí,ISCED 1-4,3,4,2,5,1,5,3,3,5,3,4,3,3,1,3,2,4,5,5,2,3,3,2
FI,Mujer,70,Sí,Sí,ISCED 7,3,7,3,5,1,6,3,3,5,1,3,3,2,1,5,4,4,5,4,1,2,3,1
FI,Mujer,63,Sí,Sí,ISCED 5,3,5,4,6,1,5,2,1,3,1,1,2,3,1,6,2,3,3,3,1,2,1,1
FI,Hombre,49,No,Sí,ISCED 1-4,3,4,2,6,1,1,1,2,3,2,3,2,2,2,2,3,4,1,3,1,1,1,1
FI,Hombre,58,Sí,Sí,ISCED 7,3,7,3,4,3,2,2,4,4,2,5,5,2,3,3,2,5,2,2,2,3,2,4
FI,Hombre,66,No,Sí,ISCED 7,3,7,5,6,2,5,3,2,3,1,2,4,1,2,5,4,3,3,3,1,1,5,3
FI,Hombre,29,Sí,No,ISCED 6,4,6,5,6,1,4,1,3,2,2,3,4,1,3,3,2,5,3,4,3,2,6,3
FI,Mujer,65,No,Sí,ISCED 5,2,5,2,6,2,5,2,4,3,3,2,4,3,1,5,2,6,2,5,2,2,4,3
FI,Mujer,64,No,Sí,ISCED 1-4,3,4,3,4,2,4,1,5,3,1,3,4,4,1,5,2,5,2,2,1,1,1,3
FI,Mujer,67,No,Sí,ISCED 5,3,5,4,5,1,4,3,4,3,2,3,3,3,2,4,3,5,3,4,1,1,3,3
FI,Hombre,63,No,Sí,ISCED 1-4,3,1,3,5,2,5,2,4,2,2,2,3,2,2,4,2,4,2,5,2,2,3,2
FI,Hombre,61,Sí,Sí,ISCED 7,7,7,1,3,3,4,3,2,6,2,3,1,1,2,3,3,2,2,3,2,2,6,1
FI,Hombre,70,No,Sí,ISCED 6,2,6,2,6,3,5,1,5,2,4,5,5,1,3,3,2,6,2,3,2,1,2,3
FI,Hombre,47,Sí,Sí,ISCED 7,3,7,3,4,3,3,2,3,3,2,3,3,2,2,2,2,3,3,3,2,2,3,2
FI,Mujer,67,No,Sí,ISCED 1-4,2,4,1,5,1,2,1,3,1,1,1,2,1,1,2,1,5,1,2,1,1,1,1
FI,Hombre,51,No,Sí,ISCED 1-4,2,4,3,5,2,5,4,2,3,4,2,3,4,2,5,3,4,5,5,1,2,4,3
FI,Mujer,28,Sí,No,ISCED 6,4,6,2,4,1,5,4,3,2,1,3,3,2,2,3,3,4,3,4,2,1,4,2
FI,Hombre,24,Sí,No,ISCED 1-4,3,4,2,3,1,2,2,3,2,1,2,2,1,1,2,1,2,2,3,1,2,3,2
FI,Mujer,24,Sí,No,ISCED 7,5,7,4,5,1,5,2,3,2,1,2,4,1,2,2,3,5,2,3,2,1,5,3
FI,Mujer,33,No,Sí,ISCED 6,3,6,4,4,2,3,2,3,2,2,3,3,3,2,3,3,3,2,3,2,2,2,2
FI,Mujer,35,No,Sí,ISCED 6,1,6,5,6,2,5,3,4,3,2,2,3,1,1,5,2,6,2,3,1,1,3,2
FI,Mujer,72,No,Sí,ISCED 1-4,4,1,1,4,2,3,1,2,2,2,1,2,2,2,3,3,4,2,2,1,1,2,3
FI,Hombre,40,Sí,Sí,ISCED 6,3,6,3,3,3,4,2,4,3,2,3,4,2,3,5,2,4,3,4,3,2,2,2
FI,Mujer,74,No,Sí,ISCED 5,3,5,3,4,3,3,2,2,2,2,3,2,2,1,3,2,3,2,3,1,2,4,3
FI,Mujer,42,Sí,Sí,ISCED 7,3,7,3,6,2,4,2,4,3,2,3,3,3,2,3,3,4,3,3,2,2,5,3
FI,Mujer,50,Sí,Sí,ISCED 5,2,5,3,5,3,4,3,2,2,2,3,2,2,3,4,5,3,3,3,2,2,2,1
FI,Hombre,21,Sí,No,ISCED 1-4,3,4,2,3,2,3,5,3,2,2,2,2,3,3,3,3,3,4,3,2,2,3,2
FI,Hombre,65,Sí,Sí,ISCED 6,1,6,2,5,1,5,2,1,1,2,2,1,1,2,1,2,1,3,2,2,2,1,1
FI,Hombre,39,No,No,ISCED 1-4,2,4,1,2,3,4,1,1,4,2,5,1,1,2,2,1,3,3,4,1,2,5,1
FI,Hombre,32,No,No,ISCED 1-4,5,4,2,3,3,4,1,3,2,2,3,3,2,2,2,3,3,3,4,2,2,2,2
FI,Hombre,39,Sí,Sí,ISCED 1-4,2,4,3,3,2,5,1,5,2,3,1,2,3,2,5,1,5,2,4,2,2,1,2
FI,Hombre,36,Sí,No,ISCED 6,3,6,2,3,1,3,2,3,2,2,2,3,3,2,3,2,3,2,3,2,2,2,3
FI,Mujer,37,Sí,Sí,ISCED 1-4,2,4,4,5,5,4,4,4,4,4,4,3,1,1,3,2,2,4,3,2,2,4,3
FI,Hombre,60,Sí,Sí,ISCED 5,2,5,3,5,1,5,3,3,2,2,3,3,1,1,4,2,4,2,4,1,1,3,2
FI,Hombre,82,No,Sí,ISCED 6,1,6,3,6,1,4,1,2,1,1,3,4,1,2,3,1,4,3,4,2,1,1,3
FI,Mujer,75,No,Sí,ISCED 1-4,4,4,5,6,2,6,2,2,2,2,2,2,2,2,5,2,5,2,5,2,2,2,2
FI,Hombre,38,Sí,Sí,ISCED 6,2,6,2,4,1,3,2,2,3,1,2,2,2,2,3,2,3,4,3,1,1,4,2
FI,Hombre,54,Sí,Sí,ISCED 1-4,2,4,6,5,2,5,3,5,2,2,4,3,2,2,4,2,4,2,4,2,3,5,3
FI,Mujer,24,No,No,ISCED 1-4,4,4,2,6,1,6,2,2,2,1,1,2,1,2,3,2,5,3,5,1,1,5,2
FI,Hombre,71,No,Sí,ISCED 1-4,3,1,2,5,3,2,2,4,2,6,2,2,1,2,2,1,2,2,3,3,3,2,1
FI,Hombre,77,No,No,ISCED 1-4,4,1,1,5,3,5,5,2,3,2,4,5,3,2,2,1,3,2,3,2,1,3,2
FI,Hombre,53,No,Sí,ISCED 1-4,3,2,2,5,2,3,3,3,2,3,3,2,2,2,3,2,4,3,4,2,1,3,2
FI,Mujer,43,Sí,Sí,ISCED 7,3,7,3,4,1,2,2,3,4,3,3,1,2,2,3,2,5,2,3,2,1,3,1
FI,Hombre,59,Sí,Sí,ISCED 7,1,7,3,5,5,2,4,4,6,1,2,5,3,2,3,4,6,4,3,1,1,3,4
FI,Mujer,32,No,No,ISCED 5,1,5,3,5,2,3,3,2,4,1,3,2,1,2,3,3,3,4,3,1,1,2,2
FI,Hombre,60,No,Sí,ISCED 1-4,2,4,2,6,2,6,6,1,2,1,3,3,6,2,5,2,3,5,6,2,2,3,3
FI,Hombre,74,No,Sí,ISCED 6,2,6,2,6,3,4,2,4,6,4,2,4,4,2,3,2,6,4,6,4,2,2,4
FI,Mujer,90,No,Sí,ISCED 1-4,4,1,2,5,1,4,1,3,2,4,2,2,2,2,4,1,3,2,4,5,3,3,3
FI,Hombre,21,No,No,ISCED 1-4,3,2,1,4,2,5,2,2,2,2,3,3,2,3,3,1,6,3,4,2,2,2,2
FI,Hombre,40,No,Sí,ISCED 6,5,6,4,5,1,2,1,2,2,1,3,3,2,2,1,3,4,4,4,2,1,3,3
FI,Mujer,69,Sí,Sí,ISCED 1-4,2,4,4,4,2,5,2,4,2,2,4,2,2,4,5,2,5,2,4,2,3,4,3
FI,Hombre,30,No,Sí,ISCED 1-4,6,4,4,6,2,6,1,6,6,3,2,2,1,3,5,1,6,2,6,2,1,6,2
FI,Hombre,41,No,Sí,ISCED 6,2,6,3,3,2,4,1,4,2,3,2,3,4,2,4,3,5,2,4,1,1,5,3
FI,Hombre,58,Sí,Sí,ISCED 1-4,2,1,3,3,3,6,3,2,2,3,2,1,1,3,6,2,1,2,5,2,1,4,1
FI,Hombre,79,No,Sí,ISCED 1-4,2,4,5,6,6,4,2,5,2,4,2,2,2,3,5,1,5,2,5,2,3,2,3
FI,Mujer,57,Sí,No,ISCED 6,4,6,4,3,3,3,5,2,6,2,5,2,1,2,2,5,2,5,4,3,2,6,2
