cntry,gndr,agea,atncrse,bthcld,eisced_grouped,happy,eisced,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
AT,Mujer,59,Sí,No,ISCED 1-4,7,3,1,3,1,3,4,1,4,2,5,3,1,2,4,3,2,6,3,2,2,3,3
AT,Mujer,71,No,Sí,ISCED 1-4,1,2,2,6,1,5,1,3,5,1,1,2,1,1,1,1,6,1,3,1,1,1,2
AT,Mujer,39,No,Sí,ISCED 1-4,3,3,2,4,2,2,2,3,3,2,3,2,2,2,2,2,4,2,1,1,1,1,2
AT,Hombre,41,No,Sí,ISCED 1-4,3,3,2,4,3,4,4,4,3,4,4,4,4,2,2,3,3,4,3,2,3,2,3
AT,Mujer,59,No,Sí,ISCED 1-4,2,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,3,2,1,4
AT,Hombre,21,No,No,ISCED 1-4,4,4,1,2,2,2,3,3,5,1,1,1,2,1,2,1,1,5,3,1,2,2,1
AT,Mujer,71,No,Sí,ISCED 1-4,2,3,4,4,2,4,1,3,3,3,3,3,2,2,4,2,5,2,2,2,2,3,4
AT,Mujer,38,No,Sí,ISCED 1-4,3,3,3,5,3,5,3,5,3,2,4,4,2,2,4,2,5,2,2,1,1,1,4
AT,Hombre,73,No,Sí,ISCED 1-4,3,3,3,3,2,3,2,2,2,2,3,2,1,3,2,2,3,1,2,2,2,2,2
AT,Hombre,66,No,Sí,ISCED 7,4,7,2,3,2,2,2,3,4,2,2,3,1,2,2,3,3,3,2,2,1,3,2
AT,Mujer,25,Sí,No,ISCED 6,3,6,1,5,1,1,1,4,3,1,4,3,1,2,1,4,4,3,2,1,1,5,3
AT,Hombre,23,Sí,No,ISCED 1-4,4,2,4,4,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,2
AT,Hombre,70,No,Sí,ISCED 7,7,7,1,6,3,5,3,6,5,2,2,2,2,2,2,2,6,3,2,2,2,3,5
AT,Mujer,68,No,Sí,ISCED 1-4,1,3,2,5,3,2,1,5,2,1,2,4,2,1,4,1,6,1,1,1,2,4,2
AT,Mujer,58,Sí,Sí,ISCED 7,1,7,1,6,1,3,3,4,3,1,4,5,1,1,3,3,5,5,3,3,1,6,4
AT,Mujer,55,No,Sí,ISCED 1-4,3,3,3,6,1,3,1,4,6,3,2,3,3,2,3,1,5,5,5,1,1,6,2
AT,Mujer,61,No,Sí,ISCED 1-4,4,3,4,5,2,2,2,4,3,3,3,4,2,2,4,2,5,2,2,2,2,2,4
AT,Mujer,48,Sí,No,ISCED 1-4,3,3,4,3,2,4,3,2,3,2,3,2,2,3,2,4,3,3,3,1,2,2,2
AT,Mujer,41,No,Sí,ISCED 1-4,1,3,2,6,2,4,2,2,6,1,6,1,1,2,6,2,5,1,6,1,1,2,1
AT,Mujer,60,No,No,ISCED 5,4,5,4,5,2,3,2,4,3,2,2,3,2,2,3,4,5,2,3,2,3,2,4
AT,Hombre,70,No,No,ISCED 1-4,4,2,3,4,2,3,2,3,2,3,3,2,1,2,3,2,3,2,2,2,2,2,3
AT,Mujer,18,Sí,No,ISCED 1-4,3,2,3,4,1,1,1,1,4,2,4,1,1,1,3,1,1,1,1,1,1,1,1
AT,Mujer,72,No,Sí,ISCED 1-4,1,3,2,5,1,4,2,1,6,1,1,1,1,1,2,1,3,5,2,1,2,1,1
AT,Mujer,34,Sí,Sí,ISCED 5,3,5,2,4,2,2,2,2,4,2,3,2,3,2,4,3,4,2,2,2,1,3,2
AT,Hombre,26,Sí,Sí,ISCED 1-4,1,3,2,5,6,2,1,3,1,2,5,2,3,1,2,1,3,4,2,1,1,1,3
AT,Mujer,63,No,Sí,ISCED 1-4,2,2,3,4,1,3,1,5,3,2,2,3,2,1,4,1,6,1,3,1,1,1,4
AT,Hombre,52,No,No,ISCED 5,3,5,2,3,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2
AT,Hombre,62,No,Sí,ISCED 1-4,3,3,3,6,3,4,3,5,5,3,2,4,1,2,5,3,5,3,2,1,2,3,5
AT,Mujer,24,Sí,No,ISCED 1-4,3,4,2,5,1,3,3,2,5,3,3,3,1,3,4,5,3,6,4,1,1,4,2
AT,Hombre,29,No,Sí,ISCED 1-4,3,3,2,3,3,1,3,2,1,3,1,4,2,2,1,2,5,2,1,2,3,2,3
AT,Hombre,70,No,Sí,ISCED 1-4,5,2,2,5,2,6,2,6,2,1,3,4,3,2,4,2,5,3,5,1,1,1,3
AT,Mujer,65,No,Sí,ISCED 1-4,4,3,2,5,1,5,1,5,4,1,5,1,3,1,5,1,3,1,1,1,1,1,3
AT,Mujer,31,No,No,ISCED 1-4,4,3,2,3,2,3,4,3,3,3,2,3,3,2,2,2,3,3,2,2,2,3,2
AT,Mujer,44,No,Sí,ISCED 1-4,3,3,3,4,3,3,3,3,4,3,4,2,3,3,3,3,3,4,3,2,3,4,2
AT,Mujer,16,No,No,ISCED 1-4,4,2,2,6,1,2,1,6,1,1,1,1,5,1,1,1,6,1,1,1,1,2,1
AT,Hombre,75,No,Sí,ISCED 7,3,7,3,5,2,3,3,4,4,2,4,2,2,3,4,3,3,3,4,2,3,4,2
AT,Mujer,76,No,Sí,ISCED 1-4,4,2,3,6,4,4,1,3,3,3,1,3,3,2,5,2,5,1,1,1,1,1,3
AT,Mujer,49,Sí,Sí,ISCED 1-4,2,3,1,4,1,1,1,1,5,2,2,2,1,1,3,2,5,2,2,2,2,2,4
AT,Mujer,42,No,Sí,ISCED 1-4,3,3,3,4,3,3,1,3,3,3,3,4,1,3,5,1,4,2,2,2,3,4,3
AT,Mujer,20,No,No,ISCED 1-4,2,3,1,6,3,2,1,2,1,2,1,1,3,1,3,2,5,1,2,1,2,4,2
AT,Mujer,26,No,Sí,ISCED 1-4,1,3,5,6,3,5,1,6,2,1,2,3,6,1,6,1,6,2,6,1,1,1,3
AT,Hombre,63,No,Sí,ISCED 1-4,3,3,1,5,1,4,1,4,6,1,6,1,1,3,3,1,6,1,3,1,1,1,1
AT,Hombre,55,No,Sí,ISCED 1-4,3,3,3,4,3,2,2,4,4,3,4,3,3,4,4,3,5,3,3,2,4,4,3
AT,Mujer,75,No,Sí,ISCED 1-4,2,3,3,4,3,6,3,6,6,1,4,4,1,1,4,2,6,1,4,1,1,2,4
AT,Hombre,38,No,No,ISCED 5,5,5,1,5,2,2,1,3,2,1,2,2,2,3,3,4,6,1,3,1,2,5,2
AT,Mujer,51,Sí,Sí,ISCED 1-4,3,4,3,3,2,3,2,3,4,3,3,2,2,2,4,3,3,2,3,2,2,3,3
AT,Hombre,43,No,Sí,ISCED 1-4,4,3,3,3,1,4,1,3,4,2,3,2,3,3,4,1,5,2,2,1,2,3,3
AT,Hombre,55,No,Sí,ISCED 1-4,3,3,2,5,2,4,2,4,4,3,3,4,2,2,2,2,4,2,3,2,2,2,3
AT,Mujer,21,No,No,ISCED 1-4,4,4,3,4,1,3,4,1,2,1,3,3,1,1,2,3,2,5,5,1,1,6,1
AT,Mujer,17,No,No,ISCED 1-4,3,2,2,5,2,1,1,3,2,3,4,2,4,2,4,1,5,1,2,1,1,6,1
AT,Hombre,40,No,No,ISCED 5,3,5,4,4,2,2,2,3,2,2,3,3,3,3,2,1,6,1,3,1,1,3,4
AT,Mujer,51,Sí,No,ISCED 7,4,7,1,3,2,3,2,3,4,1,4,2,1,2,2,2,3,3,1,1,2,3,3
AT,Mujer,56,Sí,Sí,ISCED 7,9,7,1,4,3,3,1,4,5,2,3,4,2,1,3,3,5,2,3,1,2,3,3
AT,Mujer,26,No,No,ISCED 1-4,2,3,3,5,2,1,1,4,2,1,2,3,2,1,3,1,6,1,1,1,1,5,3
AT,Hombre,54,No,No,ISCED 1-4,5,3,3,4,2,2,3,4,2,5,5,2,2,3,2,1,4,1,1,2,2,5,4
AT,Mujer,48,No,Sí,ISCED 1-4,2,3,2,5,2,2,1,4,4,2,2,2,1,2,1,2,4,2,2,1,2,2,3
AT,Hombre,56,No,Sí,ISCED 1-4,5,4,2,4,4,2,2,1,4,2,4,2,1,3,2,3,1,2,3,2,4,5,2
AT,Hombre,69,No,No,ISCED 7,3,7,1,5,1,2,1,3,3,2,4,3,2,2,2,1,5,2,2,2,2,5,3
AT,Mujer,62,Sí,Sí,ISCED 1-4,4,3,1,3,2,4,2,2,2,2,2,2,1,1,3,3,4,2,4,1,2,5,3
AT,Mujer,39,No,Sí,ISCED 7,3,7,2,3,1,1,1,4,2,2,2,1,1,2,2,2,4,2,1,1,1,3,3
AT,Hombre,52,No,No,ISCED 1-4,1,3,2,3,1,1,1,1,4,2,2,1,1,2,2,2,2,1,4,1,2,3,1
AT,Mujer,70,No,Sí,ISCED 1-4,3,4,2,6,1,3,2,2,6,1,4,1,1,1,2,2,5,6,3,1,1,1,1
AT,Mujer,75,No,Sí,ISCED 1-4,1,2,2,6,1,5,2,6,6,1,1,2,1,2,3,3,6,1,3,2,1,6,6
AT,Mujer,86,No,Sí,ISCED 1-4,5,3,4,4,3,2,2,5,3,4,3,4,3,4,2,2,5,2,3,2,3,3,4
AT,Hombre,33,No,No,ISCED 5,3,5,2,3,3,3,1,3,3,2,6,3,3,1,2,2,4,2,2,2,2,1,2
AT,Hombre,35,No,No,ISCED 1-4,4,3,3,5,2,3,2,3,5,2,2,1,3,1,4,3,2,4,2,1,1,4,2
AT,Mujer,29,No,No,ISCED 6,3,6,2,5,1,3,2,1,5,2,4,1,1,1,3,5,2,1,1,1,1,3,3
AT,Mujer,26,No,Sí,ISCED 6,7,6,2,5,1,4,2,2,5,5,4,4,2,1,4,3,5,2,4,1,1,5,4
AT,Mujer,24,No,No,ISCED 1-4,6,3,6,4,6,6,6,3,6,6,6,2,6,6,6,4,6,5,6,3,4,3,6
AT,Hombre,53,No,No,ISCED 5,5,5,2,5,3,4,2,5,4,4,4,2,3,4,6,3,2,3,3,1,4,2,2
AT,Mujer,55,Sí,Sí,ISCED 1-4,6,3,3,6,1,6,1,3,5,2,3,6,1,5,5,2,3,4,6,2,2,3,6
AT,Hombre,54,No,Sí,ISCED 1-4,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1
AT,Mujer,77,No,Sí,ISCED 1-4,3,2,3,4,3,3,2,3,3,2,2,3,2,2,4,3,4,2,3,2,3,2,4
AT,Mujer,37,No,Sí,ISCED 7,2,7,3,4,2,2,1,5,4,2,2,3,1,2,3,4,5,1,2,2,2,3,4
AT,Mujer,63,No,Sí,ISCED 7,3,7,1,4,1,2,3,4,2,5,4,1,1,2,1,2,5,1,1,1,1,3,3
AT,Hombre,74,No,Sí,ISCED 1-4,3,3,4,5,2,4,2,5,2,2,3,4,2,2,5,2,5,2,2,2,1,1,4
AT,Hombre,41,No,Sí,ISCED 1-4,2,3,3,2,3,4,1,5,2,4,1,1,5,6,4,5,6,3,1,2,3,6,1
AT,Hombre,70,No,Sí,ISCED 1-4,3,3,3,5,2,2,2,5,2,3,3,3,2,3,2,2,5,2,2,2,2,3,5
AT,Mujer,67,No,Sí,ISCED 1-4,5,3,4,4,2,4,1,5,4,4,2,3,1,3,6,3,6,3,4,2,1,2,3
AT,Mujer,41,Sí,Sí,ISCED 1-4,5,2,3,5,1,4,2,4,3,2,3,4,1,1,4,1,6,3,4,2,4,4,3
AT,Hombre,55,No,Sí,ISCED 1-4,3,3,4,5,1,3,4,5,4,4,2,4,3,3,2,3,4,1,3,1,2,1,3
AT,Hombre,53,No,Sí,ISCED 1-4,6,3,3,1,4,1,1,1,1,1,5,1,1,1,1,1,1,3,5,1,1,1,1
AT,Mujer,51,Sí,Sí,ISCED 1-4,6,2,1,4,3,2,2,1,4,1,2,2,1,1,4,1,3,2,4,1,2,4,2
AT,Hombre,16,Sí,No,ISCED 1-4,3,2,2,2,1,3,4,2,5,2,4,2,1,1,3,4,3,4,4,1,1,2,1
AT,Mujer,50,No,Sí,ISCED 1-4,4,3,3,3,3,3,3,6,3,3,3,3,3,3,4,4,6,3,3,3,3,3,3
AT,Mujer,28,No,Sí,ISCED 1-4,1,3,2,6,2,5,2,2,6,1,2,2,2,2,2,2,2,2,5,2,1,2,2
AT,Mujer,73,No,Sí,ISCED 1-4,5,3,1,5,2,1,1,1,5,1,6,2,1,2,2,1,1,4,1,1,1,2,2
AT,Mujer,72,No,Sí,ISCED 1-4,6,3,4,4,3,4,2,3,2,2,4,2,3,2,3,3,2,2,2,2,3,2,1
AT,Mujer,35,Sí,No,ISCED 1-4,6,4,2,2,2,2,2,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3
AT,Hombre,35,Sí,Sí,ISCED 1-4,1,3,4,5,4,4,3,5,4,4,4,4,4,4,3,3,4,2,3,3,3,3,4
AT,Mujer,83,No,Sí,ISCED 1-4,1,3,1,3,2,2,1,1,2,1,3,2,1,1,3,2,5,1,2,1,1,1,1
AT,Mujer,53,Sí,Sí,ISCED 1-4,1,3,2,5,2,2,2,3,2,2,3,1,1,1,3,1,4,2,5,1,1,4,1
AT,Hombre,62,No,Sí,ISCED 1-4,1,3,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1
AT,Hombre,40,Sí,Sí,ISCED 1-4,3,3,3,6,1,4,4,3,4,2,2,2,3,2,4,2,3,5,5,1,1,4,3
AT,Hombre,38,No,No,ISCED 5,2,5,2,4,3,1,1,5,2,1,3,1,1,2,4,2,4,1,1,2,1,3,1
AT,Hombre,32,No,Sí,ISCED 1-4,2,3,2,3,1,1,5,6,6,6,6,5,6,4,6,5,6,6,4,6,5,6,6
AT,Hombre,37,No,Sí,ISCED 1-4,3,2,2,5,2,5,2,2,5,5,2,2,2,2,5,5,2,5,5,2,2,1,2
AT,Mujer,77,No,Sí,ISCED 1-4,4,3,2,3,1,2,2,1,4,2,6,2,1,3,1,1,5,2,2,3,1,1,2
AT,Mujer,46,Sí,Sí,ISCED 7,4,7,1,4,1,5,1,2,1,1,2,4,1,1,5,1,6,1,3,1,1,1,6
AT,Mujer,57,No,Sí,ISCED 5,3,5,3,3,3,3,2,2,3,2,3,3,2,4,3,3,4,4,4,4,3,4,3
AT,Hombre,61,No,Sí,ISCED 1-4,3,3,4,3,1,4,3,3,2,2,4,2,1,2,3,2,5,2,3,1,1,2,2
AT,Hombre,79,No,Sí,ISCED 1-4,4,2,2,6,2,2,1,5,3,4,2,3,2,2,2,2,6,1,1,1,2,3,2
AT,Mujer,28,No,Sí,ISCED 1-4,4,3,4,4,3,5,3,4,2,5,1,5,6,2,5,1,6,6,1,1,3,1,1
AT,Hombre,71,No,No,ISCED 1-4,4,3,5,5,3,5,2,5,3,4,4,4,3,4,5,2,3,2,4,3,3,3,3
AT,Mujer,56,No,Sí,ISCED 1-4,3,2,2,5,2,2,2,2,2,2,3,2,1,4,2,2,2,2,2,2,2,2,2
AT,Mujer,21,No,Sí,ISCED 1-4,7,2,2,6,1,4,1,5,3,2,1,2,2,2,4,1,6,3,3,1,3,3,3
AT,Hombre,48,Sí,No,ISCED 1-4,6,3,3,3,2,3,2,3,3,2,4,3,2,2,3,2,4,3,3,2,2,4,3
AT,Hombre,46,No,Sí,ISCED 1-4,3,3,3,5,2,2,2,4,3,2,4,3,2,2,2,2,4,2,2,1,1,1,2
AT,Hombre,25,No,No,ISCED 1-4,1,3,3,3,3,3,3,2,4,3,3,2,3,2,3,3,3,3,3,2,4,4,2
AT,Hombre,71,No,No,ISCED 1-4,4,2,6,5,3,4,1,6,3,3,1,3,5,3,4,4,6,3,4,2,3,3,3
AT,Hombre,50,Sí,Sí,ISCED 1-4,7,3,4,6,3,4,2,5,2,4,2,6,3,3,5,1,6,2,6,6,2,2,5
AT,Mujer,45,Sí,No,ISCED 5,5,5,5,5,3,3,2,4,4,3,3,4,3,3,3,2,4,2,2,3,3,3,4
AT,Mujer,63,No,Sí,ISCED 1-4,4,3,5,5,3,5,2,6,4,4,4,5,2,2,6,2,6,2,4,1,2,3,5
AT,Mujer,40,Sí,Sí,ISCED 1-4,2,4,2,2,1,4,1,4,2,2,1,2,1,1,4,1,4,2,2,1,2,1,2
AT,Hombre,83,No,Sí,ISCED 7,4,7,3,5,2,3,3,3,2,2,2,3,3,3,4,3,3,2,3,2,2,2,3
AT,Hombre,72,No,No,ISCED 1-4,4,3,3,4,2,2,1,5,1,3,2,3,2,3,3,2,6,1,2,2,2,4,6
AT,Mujer,66,No,Sí,ISCED 1-4,3,3,3,5,2,2,2,4,3,3,4,3,3,2,4,2,5,2,3,2,3,3,3
AT,Mujer,63,No,Sí,ISCED 1-4,1,2,3,4,2,2,2,2,1,2,3,1,2,1,2,2,5,1,2,2,1,1,2
AT,Hombre,34,No,No,ISCED 1-4,3,3,3,4,3,3,3,3,3,3,4,2,2,3,3,2,3,2,2,2,3,2,2
AT,Hombre,59,No,Sí,ISCED 1-4,2,3,5,4,1,3,2,6,2,6,2,2,1,2,3,3,5,2,3,1,1,1,3
AT,Hombre,73,No,Sí,ISCED 1-4,3,3,2,3,2,3,1,3,3,2,3,3,3,2,4,1,4,2,2,1,2,3,3
AT,Hombre,31,Sí,Sí,ISCED 1-4,1,3,2,4,3,2,2,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,3
AT,Mujer,55,No,Sí,ISCED 1-4,4,3,3,5,3,5,1,4,2,1,2,4,1,2,4,1,6,1,1,1,1,3,6
AT,Mujer,68,No,Sí,ISCED 5,3,5,1,6,1,1,1,1,4,2,4,1,1,2,2,2,2,2,2,2,2,1,2
AT,Hombre,55,Sí,Sí,ISCED 1-4,1,3,1,1,3,1,1,2,3,4,2,1,1,2,1,2,3,2,1,1,1,1,1
AT,Hombre,83,No,Sí,ISCED 1-4,3,3,3,4,3,2,2,2,5,2,3,4,4,2,2,2,5,2,2,3,3,1,5
AT,Mujer,68,No,Sí,ISCED 1-4,3,3,1,4,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,1,1,2
AT,Hombre,26,Sí,No,ISCED 5,3,5,2,4,1,3,3,2,4,2,5,2,2,2,2,3,2,4,3,2,1,3,3
AT,Hombre,26,Sí,No,ISCED 1-4,2,3,1,4,1,1,5,1,4,1,3,1,1,1,1,3,1,2,4,1,1,2,2
AT,Hombre,29,Sí,No,ISCED 7,3,7,3,4,2,2,2,3,2,1,1,2,3,1,2,3,3,3,2,1,1,2,2
AT,Mujer,60,No,Sí,ISCED 5,2,5,1,6,1,3,3,1,4,1,2,2,1,1,2,6,3,4,4,1,1,4,4
AT,Hombre,49,Sí,Sí,ISCED 7,2,7,2,3,2,4,2,3,3,3,3,2,3,3,3,2,3,3,2,2,2,3,2
AT,Hombre,62,No,Sí,ISCED 1-4,4,3,1,3,3,3,3,1,3,2,4,4,1,3,3,3,2,3,3,2,4,5,3
AT,Mujer,56,No,Sí,ISCED 1-4,3,3,3,5,3,3,1,4,1,1,1,2,2,1,2,1,5,2,2,1,1,1,2
AT,Hombre,64,No,Sí,ISCED 6,1,6,1,6,2,3,2,4,5,2,4,2,1,2,2,4,5,2,2,2,2,4,2
AT,Hombre,25,No,No,ISCED 1-4,3,4,1,4,3,1,1,4,2,2,1,2,3,2,2,3,6,2,1,2,3,6,3
AT,Mujer,80,No,Sí,ISCED 1-4,6,3,3,5,2,3,1,4,2,2,2,3,3,1,4,1,5,2,2,1,2,3,3
AT,Mujer,49,Sí,No,ISCED 5,3,5,3,4,2,2,1,3,6,4,6,1,1,4,3,1,5,5,3,1,1,3,2
AT,Hombre,65,No,Sí,ISCED 1-4,1,4,1,4,1,3,5,1,6,4,2,2,1,2,2,6,3,1,3,2,2,6,3
AT,Mujer,77,No,Sí,ISCED 1-4,2,3,4,5,3,3,1,5,3,1,2,3,3,2,4,1,5,2,3,2,2,1,4
AT,Hombre,62,No,Sí,ISCED 1-4,2,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,6,1,1,1,1,1,4
AT,Mujer,85,No,Sí,ISCED 1-4,3,3,3,6,1,4,1,4,4,2,2,3,2,1,5,3,5,3,3,2,1,2,3
AT,Mujer,49,No,Sí,ISCED 1-4,1,3,1,5,2,6,1,1,6,1,6,2,2,1,6,2,2,2,6,2,2,2,1
AT,Hombre,66,No,Sí,ISCED 1-4,4,3,2,2,4,2,4,4,4,2,2,3,2,3,4,3,4,3,4,3,2,3,4
AT,Mujer,44,No,No,ISCED 1-4,4,3,4,5,4,4,2,4,2,3,3,4,2,3,3,2,5,2,3,3,5,2,4
AT,Hombre,59,Sí,Sí,ISCED 1-4,3,3,3,5,5,4,3,3,3,4,3,3,4,3,3,1,5,3,6,1,1,1,5
AT,Mujer,75,No,No,ISCED 1-4,1,3,4,5,1,1,1,1,5,1,2,1,1,1,3,1,5,1,1,1,1,1,2
AT,Hombre,32,Sí,Sí,ISCED 1-4,4,3,3,5,4,6,3,3,4,2,5,2,3,4,3,1,4,3,6,1,1,1,3
AT,Mujer,49,No,Sí,ISCED 1-4,6,2,1,4,1,1,1,2,5,1,3,1,1,1,2,1,1,1,1,1,1,1,1
AT,Hombre,57,Sí,Sí,ISCED 5,3,5,1,6,2,4,5,1,6,1,3,2,1,1,3,4,3,5,5,1,1,4,4
AT,Hombre,23,No,No,ISCED 1-4,3,3,2,3,2,3,2,1,3,1,4,2,2,3,2,3,2,4,3,1,2,3,1
AT,Hombre,61,No,Sí,ISCED 1-4,1,2,5,6,1,3,1,3,3,4,2,3,2,2,3,1,4,1,2,1,1,1,1
AT,Mujer,64,No,Sí,ISCED 1-4,7,4,3,5,2,4,3,3,2,1,2,2,2,2,3,2,3,2,2,2,1,2,3
AT,Hombre,68,No,Sí,ISCED 1-4,1,3,3,5,2,3,3,6,3,2,4,3,3,3,4,1,6,3,6,2,2,2,5
AT,Mujer,85,No,Sí,ISCED 1-4,6,1,2,3,1,2,1,3,4,2,2,3,2,2,3,1,5,2,2,2,2,2,4
AT,Mujer,27,Sí,No,ISCED 1-4,3,3,2,3,4,2,2,3,2,2,3,3,1,3,2,2,5,3,1,2,3,1,4
AT,Hombre,62,No,Sí,ISCED 1-4,3,3,3,4,2,2,2,4,3,3,2,2,2,1,3,2,4,1,2,1,1,1,2
AT,Mujer,46,No,Sí,ISCED 1-4,4,4,3,4,1,1,1,4,1,2,2,1,3,1,3,3,3,1,1,1,1,1,3
AT,Mujer,54,No,No,ISCED 1-4,4,3,3,3,3,2,2,5,2,4,3,4,4,4,2,2,5,2,1,2,3,1,4
AT,Mujer,16,No,No,ISCED 5,3,5,2,4,2,4,1,3,2,3,4,3,2,3,3,2,4,3,2,1,2,2,4
AT,Hombre,52,Sí,Sí,ISCED 5,3,5,2,4,2,1,2,4,2,2,3,3,2,3,2,2,4,2,2,2,3,2,4
AT,Hombre,53,No,No,ISCED 1-4,2,3,1,4,1,4,2,2,3,3,2,1,2,2,3,1,4,2,4,2,2,2,3
AT,Mujer,49,Sí,Sí,ISCED 1-4,1,4,1,5,1,2,1,1,1,1,2,1,1,1,1,1,1,5,1,1,1,2,1
AT,Mujer,71,No,Sí,ISCED 1-4,2,3,1,4,2,4,3,1,6,1,5,1,1,2,5,5,4,6,6,1,2,4,3
AT,Hombre,71,No,Sí,ISCED 1-4,4,3,3,4,2,2,3,3,3,3,2,3,2,2,3,3,4,2,3,2,2,3,3
AT,Mujer,40,No,No,ISCED 1-4,6,3,1,2,2,3,1,3,2,1,2,2,2,2,2,4,3,3,1,2,2,3,1
AT,Hombre,78,No,Sí,ISCED 1-4,2,2,6,6,2,3,1,2,1,1,1,3,1,2,6,2,5,1,1,1,2,2,5
AT,Mujer,32,No,No,ISCED 1-4,2,3,1,6,3,3,1,2,3,3,5,3,1,2,1,3,5,1,2,1,2,4,1
AT,Hombre,30,Sí,Sí,ISCED 1-4,2,3,2,4,2,2,1,4,2,2,1,2,2,2,1,2,5,1,3,2,2,4,2
AT,Hombre,56,No,No,ISCED 5,3,5,2,4,2,1,3,2,1,3,2,3,1,2,1,2,5,1,1,1,2,4,4
AT,Hombre,43,No,Sí,ISCED 1-4,6,3,4,4,2,4,3,3,3,2,3,2,4,4,4,1,5,3,5,3,2,2,3
AT,Hombre,69,No,Sí,ISCED 1-4,3,3,2,4,3,2,2,3,3,2,4,2,2,2,2,2,4,2,1,1,1,1,3
AT,Mujer,44,No,Sí,ISCED 1-4,3,3,4,4,2,3,1,2,2,1,1,2,1,3,3,2,4,1,1,1,2,2,2
AT,Mujer,24,No,No,ISCED 1-4,6,3,3,2,3,3,3,2,3,3,5,1,3,3,2,1,2,4,5,1,1,3,1
AT,Hombre,42,Sí,No,ISCED 7,4,7,3,3,2,3,2,3,2,2,3,2,2,3,3,1,3,2,2,2,2,4,3
AT,Mujer,32,No,Sí,ISCED 1-4,8,3,4,5,4,3,2,3,3,3,3,2,3,3,5,1,4,3,5,1,1,2,3
AT,Mujer,52,No,Sí,ISCED 1-4,3,3,3,4,1,4,1,2,2,2,2,1,1,1,4,1,4,2,1,1,1,4,2
AT,Hombre,39,No,Sí,ISCED 5,3,5,2,5,2,2,2,3,3,2,3,2,2,2,1,2,4,2,2,2,1,1,3
AT,Hombre,79,No,Sí,ISCED 1-4,6,3,5,6,2,6,2,6,2,2,6,5,3,2,3,2,5,2,3,1,4,5,5
AT,Mujer,44,Sí,No,ISCED 7,3,7,1,4,1,4,1,5,5,1,4,1,1,1,2,1,4,2,2,1,1,2,5
AT,Mujer,50,Sí,Sí,ISCED 1-4,6,3,1,6,2,1,1,5,4,2,3,1,1,1,3,1,4,2,5,1,1,1,2
AT,Mujer,65,No,Sí,ISCED 1-4,7,1,1,4,1,5,1,6,2,1,2,3,3,2,4,1,6,1,5,1,1,3,2
AT,Hombre,66,No,No,ISCED 1-4,4,2,3,4,3,2,3,2,2,3,3,2,2,3,3,3,4,3,2,3,2,3,2
AT,Mujer,56,No,Sí,ISCED 1-4,2,3,3,6,2,5,1,4,5,2,3,3,2,2,5,2,6,2,4,1,2,3,5
AT,Mujer,28,Sí,No,ISCED 1-4,4,3,2,1,3,3,2,1,3,3,2,2,1,2,2,2,3,3,1,2,2,2,1
AT,Mujer,58,No,Sí,ISCED 1-4,7,2,5,6,2,5,2,6,3,2,2,5,4,3,6,3,6,3,6,2,3,3,4
AT,Hombre,24,Sí,No,ISCED 1-4,4,3,1,1,4,1,3,1,6,6,6,3,1,3,1,3,2,2,1,3,2,2,3
AT,Hombre,25,No,No,ISCED 5,2,5,3,3,1,3,2,1,3,2,3,1,2,2,2,1,3,1,2,1,1,2,1
AT,Mujer,36,Sí,Sí,ISCED 6,4,6,2,5,2,2,1,2,2,2,4,2,2,1,1,2,4,2,2,2,2,4,2
AT,Mujer,55,No,Sí,ISCED 1-4,3,3,4,4,2,3,2,5,3,2,3,3,3,3,4,3,5,2,3,1,2,3,4
AT,Hombre,16,No,No,ISCED 1-4,2,2,2,4,2,1,2,3,2,1,1,2,1,1,2,1,4,1,1,1,3,2,1
AT,Hombre,66,No,Sí,ISCED 1-4,3,3,2,4,2,2,2,4,3,2,4,3,2,2,2,2,5,2,1,1,1,1,3
AT,Mujer,51,No,Sí,ISCED 5,3,5,2,4,1,2,2,3,1,1,2,4,2,2,3,2,4,1,1,1,2,1,3
AT,Mujer,58,Sí,No,ISCED 1-4,4,3,1,3,1,3,1,5,2,1,2,1,1,1,4,1,6,2,1,1,1,2,2
AT,Mujer,28,No,No,ISCED 1-4,2,3,1,4,2,1,1,4,1,1,1,4,1,1,3,1,6,1,1,1,1,5,4
AT,Mujer,46,No,Sí,ISCED 1-4,1,3,3,5,3,3,1,3,1,1,2,3,3,1,2,1,5,2,2,1,1,1,3
